ID,Author_Name,Years,Author_ID,Title,Year,School,School_ID,Department_free_text,Department_broad_category,Department CBID,Subject_broad,Root_dissertation,Advisor_Name_1,Advisor_ID_1,Advisor_Role_1,Advisor_Name_2,Advisor_ID_2,Advisor_Role_2,Advisor_Name_3,Advisor_ID_3,Advisor_Role_3,Advisor_Name_4,Advisor_ID_4,Advisor_Role_4,Advisor_Name_5,Advisor_ID_5,Advisor_Role_5,Advisor_Name_6,Advisor_ID_6,Advisor_Role_6,Advisor_Name_7,Advisor_ID_7,Advisor_Role_7,Advisor_Name_8,Advisor_ID_8,Advisor_Role_8,Category_ID,Source Notes,Edition_Details
COMB_006412,"Wallis, William L.",,CBA000107090,Max Weber and the logic of social science reasoning,1975,University of Southern California,CBA000120573,,,,,,"Dale, Steven",CBA000023091,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115615,,Chairman: Steven Dale
COMB_006413,"McGovern, Constance M.",,CBA000067257,"“Mad doctors”: American psychiatrists, 1800-1860",1976,Massachusetts University,CBA000162343,,,,,,"Richards, Leonard L.",CBA000084920,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116048,,Director: Leonard L. Richards
COMB_006414,"Levinson, Henry Samuel",,CBA000060158,"Science, metaphysics, and the chance of salvation: An interpretation of the thought of William James",1976,Princeton University,CBA000115251,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006415,"Barker, Peter",,CBA000005359,Albert Einstein's philosophy of science: A preliminary survey,1975,"State University of New York, Buffalo",CBA000162412,,,,,,"Madden, Edward H.",CBA000063516,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_006416,"Isaacs, Ernest J.",,CBA000049186,A history of 19th-century American spiritualism as a religious and social movement,1975,"University of Wisconsin, Madison",CBA000162546,,,,,,"Conkin, Paul K.",CBA000020537,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115998,,Supervisor: Paul K. Conkin
COMB_006417,"Mager, Gerald M.",,CBA000063664,Zabdiel Boylston: Medical pioneer of colonial Boston,1975,University of Illinois at Urbana-Champaign,CBA000162488,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006418,"Barton, Ruth",,CBA000005885,"The X Club: Science, religion, and social change in Victorian England",1976,University of Pennsylvania,CBA000115228,,,,,,"Thackray, Arnold W.",CBA000160276,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,Supervisor: Arnold W. Thackray
COMB_006419,"Crouch, Tom D.",,CBA000022293,"To ride the fractious horse: The American aeronautical community and the problem of heavier-than-air flight, 1875-1905",1976,Ohio State University,CBA000115204,,,,,,"Smith, M. R.",CBA000095867,Advisor,"Burnham, John Chynoweth",CBA000014746,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisors: M. R. Smith; J. C. Burnham
COMB_006420,"Cordulack, John H.",,CBA000021123,"The artisan confronts the machine age: Bureau County, Illinois, 1850-1880",1975,University of Illinois at Urbana-Champaign,CBA000162488,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116299,,
COMB_006421,"Channell, David F.",,CBA000017852,A unitary technology: The engineering science of W.J.M. Rankine,1975,Case Western Reserve University,CBA000114743,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006422,"O'Donnell, Sister Patricia",,CBA000075044,"The concepts of explanation, cause, law, and reality in the philosophy of Charles Sanders Peirce",1976,University of Notre Dame,CBA000139094,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006423,"Laita, Luis M.",,CBA000057287,A study of the genesis of Boolean logic,1976,University of Notre Dame,CBA000139094,,,,,,"Crowe, Michael John",CBA000022322,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115615,,Director: Michael J. Crowe
COMB_006424,"Bradshaw, Price, Jr.",,CBA000012020,The role of technology in the failure of the rigid airship as an invention,1975,University of Florida,CBA000138999,,,,,,"Woodruff, William",CBA000111326,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Chairman: William Woodruff
COMB_006425,"Armstrong, David M.",,CBA000003126,"The endless experiment: The United States Army and the machine gun, 1861-1916",1976,Duke University,CBA000120251,,,,,,"Ropp, Theodore",CBA000086871,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Theodore Ropp
COMB_006426,"Dolinikowski, Edith Wilks",,CBA000026325,Thomas Bradwardine's view of time: A study of the interrelationship of natural philosophy and theology in the 14th century,1990,Michigan State University,CBA000119128,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115626,,
COMB_006427,"Barr, Bernadine Courtright",,CBA000005577,"Spare children, 1900-1945: Inmates of orphanages as subjects of research in medicine and in the social sciences in America",1992,Stanford University,CBA000115400,,,,,,"Siegel, Alberta E.",CBA000094414,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Alberta E. Siegel
COMB_006428,"Sigsworth, Michael",,CBA000094522,"Cholera in the large towns of the West and East Ridings, 1848-1893",1991,Council for National Academic Awards (UK),CBA000162270,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116103,,
COMB_006429,"Barnes, David S.",,CBA000005448,The making of a social disease: Tuberculosis in 19th-century France,1992,"University of California, Berkeley",CBA000118094,,,,,,"Barrows, Susanna I.",CBA000005711,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116103,,Chair: Susanna Barrows
COMB_006430,"Staswick, Carol A.",,CBA000097767,Joachim Camerarius and the Republic of Letters in the age of the Reformation,1992,"University of California, Berkeley",CBA000118094,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006431,"Ede, Andrew G.",,CBA000028349,"Colloid chemistry in North America, 1900-1935: The neglected dimension",1993,University of Toronto,CBA000115427,,,,,,"Levere, Trevor H.",CBA000060046,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115855,,Advisor: Trevor Levere
COMB_006432,"Chamard, Mary Jean",,CBA000017681,"Medicine and the working class: The dispensary movement in London, 1867-1911",1984,University of Toronto,CBA000115427,,,,,,"Stevenson, J. T.",CBA000098419,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116030,,Chairperson: J.T. Stevenson
COMB_006433,"Byrd, Melanie S.",,CBA000015162,The Napoleonic Institute of Egypt,1992,Florida State University,CBA000134143,,,,,,"Horward, Donald D.",CBA000047321,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115663,,Major Professor: Donald D. Horward
COMB_006434,"Anagnostakis, Christopher",,CBA000002118,The Arabic version of Ptolemy's Planisphaerium,1984,Yale University,CBA000115552,,,,,,"Aaboe, Asger",CBA000000001,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006435,"Moore, Linda A.",,CBA000070963,The history of federal policy toward mental retardation,1990,"University of California, Santa Barbara",CBA000162471,,,,,,"Brownlee, W. Elliot",CBA000013581,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116051,,Chairman: W. Elliot Brownlee
COMB_006436,"Stanley-Blackwell, Laurie",,CBA000097649,"Leprosy in New Brunswick, 1844-1910: A reconsideration",1988,University of Kingston (Canada),CBA000162656,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116103,,
COMB_006437,"Li, Alison",,CBA000060430,J.B. Collip and the making of medical research in Canada,1993,University of Toronto,CBA000115427,,,,,,"Bliss, Michael",CBA000009904,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Michael Bliss
COMB_006438,"McAllister, John",,CBA000066761,"Hygiene, movement, and expression in the novels of Tobias Smollett: A study in the discourse of 18th-century medicine",1985,Queen's University at Kingston (Canada),CBA000162381,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,
COMB_006439,"Rachootin, Stan P.",,CBA000082745,Darwin's embryology,1984,Yale University,CBA000115552,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_006440,"Wardhaugh, Michael B.",,CBA000107485,The roles of sensation and intellection in Aristotle's <em>De anima</em>,1984,University of Toronto,CBA000115427,,,,,,"Oliver, W. A.",CBA000075641,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Chairperson: W.A. Oliver
COMB_006441,"Hayashi, Yoshikatsu",,CBA000043723,The introduction of American technology into the Japanese electrical industry: Another aspect of Japanese-American relations at the turn of the century,1986,"University of California, Santa Barbara",CBA000162471,,,,,,"DeConde, Alexander",CBA000024233,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116256,,Chair: Alexander DeConde
COMB_006442,"Payne, Daniel G.",,CBA000078060,"In sympathy with nature: American nature writing and environmental politics, 1620-1920",1993,"State University of New York, Buffalo",CBA000162412,,,,,,"Klein, Marcus",CBA000054344,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115940,,Director: Marcus Klein
COMB_006443,"Cooper, Carolyn C.",,CBA000020923,The roles of Thomas Blanchard's woodworking inventions in 19th-century American manufacturing technology,1985,Yale University,CBA000115552,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116241,,
COMB_006444,"McMurray, Nan M.",,CBA000067648,"“And I? I am in a consumption”: The tuberculosis patient, 1780-1930",1985,Duke University,CBA000120251,,,,,,"English, Peter C.",CBA000029522,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116103,,Supervisor: Peter C. English
COMB_006445,"Prather, Jesse P.",,CBA000081593,New dimensions in science education from the history and philosophy of science,1985,University of Georgia,CBA000114914,,,,,,"Schrum, John W.",CBA000091809,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115598,,Director: John W. Schrum
COMB_006446,"Baatz, Simon",,CBA000004093,"Patronage, science, and ideology in an American city: Patrician Philadelphia, 1800-1860",1986,University of Pennsylvania,CBA000115228,,,,,,"Thackray, Arnold W.",CBA000160276,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115683,,Supervisor: Arnold Thackray
COMB_006447,"Li, Chuang Tong",,CBA000060440,Incommensurability revisited,1993,University of Ottawa (Canada),CBA000162516,,,,,,"Lugg, Andrew",CBA000062622,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115602,,Supervisor: Andrew Lugg
COMB_006448,"Ramp, William J.",,CBA000083129,Durkheim and Parsons: A study in the political discourse of social theory,1991,York University (Canada),CBA000162805,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115687,,
COMB_006449,"Betros, Charles L.",,CBA000008683,Heidegger's critique of technology,1986,Fordham University,CBA000162290,,,,,,"Caputo, John D.",CBA000016150,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115610,,Director: John D. Caputo
COMB_006450,"Bynum, Terrell Ward",,CBA000015154,Aristotle's theory of human action,1986,"New York, City University of",CBA000118969,,,,,,"Baumrin, Bernard H.",CBA000006369,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Advisor: Bernard H. Baumrin
COMB_006451,"Baber, Zaheer",,CBA000004113,"Science, technology and colonial power in India: A study in the historical sociology of science",1993,University of Toronto,CBA000115427,,,,,,"Zeitlin, Irving M.",CBA000112892,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115686,,Advisor: Irving M. Zeitlin
COMB_006452,"Khatib, Ghassan K.",,CBA000053501,Change of phase: The transformation of 19th-century thermodynamics: Josiah Willard Gibbs (1873-1878),1992,Cornell University,CBA000114805,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115810,,
COMB_006453,"Hirsch, Jerrold I.",,CBA000045961,"A history of the NTL Institute for Applied Behavioral Science, 1947-1986",1986,Boston University,CBA000132432,,,,,,"Sheehan, A. Cornelia",CBA000093735,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Major professor: A. Cornelia Sheehan
COMB_006454,"Reese, John S.",,CBA000083961,"Giant of the pine forest: A history of the Chemstrand/Monsanto Pensacola nylon plant, 1953-1992",1992,Florida State University,CBA000134143,,,,,,"Rogers, William",CBA000086467,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Major Professor: William Rogers
COMB_006455,"McIlroy, Brian S.",,CBA000067351,Scientific art: The tetralogy of John Banville,1991,University of British Columbia,CBA000162464,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,
COMB_006456,"Eberle, Scott G.",,CBA000028221,The human factor: Mental hygiene and the retreat of Taylorism,1985,"State University of New York, Buffalo",CBA000162412,,,,,,"Frisch, Michael",CBA000034285,Advisor,"Gerber, David A.",CBA000036432,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006457,"Nyhart, Lynn K.",,CBA000074936,"Morphology and the German university, 1860-1900",1986,University of Pennsylvania,CBA000115228,,,,,,"Adams, Mark Boyer",CBA000000458,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115645,,Supervisor: Mark B. Adams
COMB_006458,"Owensby, Jacob",,CBA000076464,Dilthey's critical foundation for the human sciences as proposed in the <em>Einleitung in die Geisteswissenschaften</em>,1985,Emory University,CBA000162282,,,,,,"Makkreel, Rudolf A.",CBA000064013,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Rudolf A. Makkreel
COMB_006459,Pappos of Alexandria,,CBA000077150,"Book 7 of Pappus's <em>Collection</em>: Edition, translation and commentary [by] Alexander R. Jones",1985,Brown University,CBA000114166,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006460,"Principe, Michael A.",,CBA000081905,Nature in history: The development of Marx's view of humanity's relationship to nature,1985,Vanderbilt University,CBA000115501,,,,,,"Lachs, John",CBA000057046,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Director: John Lachs
COMB_006461,"Beck, Daniel A.",,CBA000006725,Miracle and the mechanical philosophy: The theology of Robert Boyle in its historical context,1986,University of Notre Dame,CBA000139094,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,
COMB_006462,"Messeri, Peter A.",,CBA000068709,Social position and theory choice: The case of continental drift,1985,Columbia University,CBA000119793,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115903,,
COMB_006463,"Whaley, Terrence R.",,CBA000109098,Matthew Arnold and Thomas Huxley: The value of science and literature for a liberal education,1985,University of Chicago,CBA000114764,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,
COMB_006464,"Robinson, Lisa Mae",,CBA000086043,"The electrochemical school of Edgar Fahs Smith, 1878-1913",1986,University of Pennsylvania,CBA000115228,,,,,,"Thackray, Arnold W.",CBA000160276,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115846,,Supervisor: Arnold Thackray
COMB_006465,"Winthrop-Young, Geoffrey",,CBA000110673,"Lichtenberg und die Französische Revolution: Zum Verhältnis von Sprache, Naturwissenschaft und Aufklärung",1991,University of British Columbia,CBA000162464,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006466,"Capshew, James H.",,CBA000016141,Psychology on the march: American psychologists and World War II,1986,University of Pennsylvania,CBA000115228,,,,,,"Thackray, Arnold W.",CBA000160276,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115689,,Supervisor: Arnold Thackray
COMB_006467,"Ahola, Michael J.",,CBA000000783,Science subdued: Historical and political constraints on research in post-war Brazil,1986,University of South Carolina,CBA000115389,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115687,,
COMB_006468,"Harty Scheines, Martha",,CBA000043263,Malinowski and Freud and the emergence of modern anthropology,1988,University of Pittsburgh,CBA000115244,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_006469,"Smocovitis, Vassiliki Betty",,CBA000096063,"Botany and the evolutionary synthesis: The life and work of G. Ledyard Stebbins, Jr",1988,Cornell University,CBA000114805,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006470,"Tang, Jane M.",,CBA000100640,Hal Downey and the development of hematology in America,1988,University of Minnesota,CBA000115146,,,,,,"Wilson, Leonard Gilchrist",CBA000110378,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Leonard G. Wilson
COMB_006471,"Swanson, Randy S.",,CBA000100021,Art and science in transition: Four laboratory designs of Louis I. Kahn considered as mediative representation,1993,University of Pennsylvania,CBA000115228,,,,,,"Frascari, Marco",CBA000033697,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115743,,Supervisor: Marco Frascari
COMB_006472,"Hammond, Mary Sayer",,CBA000042307,The <em>camera obscura</em>: A chapter in the prehistory of photography,1986,Ohio State University,CBA000115204,,,,,,"Marantz, Kenneth A.",CBA000064670,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: Kenneth A. Marantz
COMB_006473,"Underhill, Paul K.",,CBA000104264,"Science, professionalism and the development of medical education in England: An historical sociology",1987,University of Edinburgh (UK),CBA000138995,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115645,,
COMB_006474,"Gibson, James Russell, Jr.",,CBA000036906,"Americans versus Malthus: The population debate in the early Republic, 1790-1840",1982,Clark University,CBA000114772,,,,,,"Billian, George A.",CBA000009173,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116008,,Chief instructor: George A. Billian
COMB_006475,"Zenderland, Leila C.",,CBA000112951,Henry Herbert Goddard and the origins of American intelligence testing,1986,University of Pennsylvania,CBA000115228,,,,,,"Rosenberg, Charles E.",CBA000087057,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Charles Rosenberg
COMB_006476,"Woodruff, Byron L.",,CBA000111318,"The University College of Medicine in Richmond, Virginia, 1893-1913: A study of institutional decline",1986,College of William and Mary in Virginia,CBA000162437,,,,,,"Thelin, John R.",CBA000101545,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115645,,Chair: John R. Thelin
COMB_006477,"Wallen, Stanley",,CBA000107044,Historiography of Thomas S. Kuhn,1989,New York University,CBA000120730,,,,,,"Perkinson, Henry J.",CBA000078846,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115602,,Director: Henry J. Perkinson
COMB_006478,"Hill, James N.",,CBA000045680,The new man of medicine in 19th-century British fiction: Emergence to eclipse,1984,University of Iowa,CBA000115031,,,,,,"Coolidge, Archibald C.",CBA000020882,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,Supervisor: Archibald C. Coolidge
COMB_006479,"Lazar, Flora E.",,CBA000058601,"From social science to psychosomatic research: The failure of an alliance, 1908-1935",1994,Columbia University,CBA000119793,,,,,,"Lagemann, Ellen Condiffe",CBA000153096,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Sponsor: Ellen Condiffe Lagemann
COMB_006480,"Leiby, Richard A.",,CBA000059302,"Public health in occupied Germany, 1945-1949",1984,University of Delaware,CBA000162478,,,,,,"Fletcher, Willard A.",CBA000032534,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116027,,Professor in charge: Willard A. Fletcher
COMB_006481,"DeFiore, Jayne Crumpler",,CBA000024294,"From intolerance to indifference: Access to opportunity for women physicians, 1870-1925",1989,University of Tennessee,CBA000115415,,,,,,"Becker, Susan D.",CBA000006804,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115682,,Major professor: Susan D. Becker
COMB_006482,"Plummer, Betty L.",,CBA000080592,"A history of public health in Washington, D.C., 1800-1890",1984,University of Maryland,CBA000162495,,,,,,"Duffy, John",CBA000027441,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Director: John Duffy
COMB_006484,"Jiang, Xiao-yang",,CBA000050496,"Cross-cultural philanthropy as a gift relationship: The Rockefeller donors and Chinese recipients, 1913-1921",1994,Bowling Green State University,CBA000162247,,,,,,"Friedman, Lawrence J.",CBA000149289,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115668,,Advisor: Lawrence Friedman
COMB_006485,"Duszenko, Andrzej",,CBA000027924,The Joyce of science: New physics in <em>Finnegan's wake</em>,1989,Southern Illinois University at Carbondale,CBA000162404,,,,,,"Peterson, Richard F.",CBA000079196,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,Major Professor: Richard F. Peterson
COMB_006486,"Friberg, Emil E., Jr.",,CBA000034092,The federal government and the history of the U.S. computer industry: The development of an industrial policy,1988,University of North Carolina at Chapel Hill,CBA000162511,,,,,,"Gallman, Robert E.",CBA000035125,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116317,,Director: Robert E. Gallman
COMB_006487,"Jones, Rex F.",,CBA000051109,Geneaology of a classic: <em>The English physitian</em> of Nicholas Culpeper,1984,"University of California, San Francisco",CBA000162470,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006488,"Hutchison, Ross",,CBA000048488,"Locke in France, 1688-1734",1987,University of Oxford (UK),CBA000115211,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006489,"Judson, Lindsay",,CBA000051432,"Aristotle on necessity, chance, and explanation",1986,University of Oxford (UK),CBA000115211,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_006490,"Wapnish, Paula C.",,CBA000107411,Animal names and animal classifications in Mesopotamia: An interdisciplinary approach based on folk taxonomy,1984,Columbia University,CBA000119793,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006491,"Smith, Kelly C.",,CBA000095839,The emperor's new genes: The role of the genome in development and evolution,1994,Duke University,CBA000120251,,,,,,"Brandon, Robert N.",CBA000012172,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115933,,Supervisor: Robert N. Brandon
COMB_006492,"Mercer, Christia",,CBA000068462,The origins of Leibniz's metaphysics and the development of his conception of substance,1989,Princeton University,CBA000115251,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_006493,"Woodward, William R.",,CBA000111371,The medical realism of R. Hermann Lotze,1975,Yale University,CBA000115552,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_006494,"Madden, Kathleen R. Kerrott",,CBA000063518,A dual perspective approach to time in Descartes,1991,Loyola University of Chicago,CBA000162334,,,,,,"Thompson, Kenneth",CBA000160343,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Director: Kenneth Thompson
COMB_006495,"Harris, Steven J.",,CBA000043028,"Jesuit ideology and Jesuit science: Scientific activity in the Society of Jesus, 1540-1773",1988,"University of Wisconsin, Madison",CBA000162546,,,,,,"Lindberg, David C.",CBA000060879,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,Supervisor: David C. Lindberg
COMB_006496,"Clark, Claudia",,CBA000019192,"Glowing in the dark: The radium dialpainters, the Consumers' League, and industrial health reform in the United States, 1910-1935",1991,Rutgers University,CBA000115316,,,,,,"Reed, James W.",CBA000083908,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Director: James Reed
COMB_006497,"Cheater, Christine E.",,CBA000018223,Argonauts of the primitive world: A social history of Anglo-Australian anthropology (1850-1950),1994,University of New South Wales (Australia),CBA000162509,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
