ID,Author_Name,Years,Author_ID,Title,Year,School,School_ID,Department_free_text,Department_broad_category,Department CBID,Subject_broad,Root_dissertation,Advisor_Name_1,Advisor_ID_1,Advisor_Role_1,Advisor_Name_2,Advisor_ID_2,Advisor_Role_2,Advisor_Name_3,Advisor_ID_3,Advisor_Role_3,Advisor_Name_4,Advisor_ID_4,Advisor_Role_4,Advisor_Name_5,Advisor_ID_5,Advisor_Role_5,Advisor_Name_6,Advisor_ID_6,Advisor_Role_6,Advisor_Name_7,Advisor_ID_7,Advisor_Role_7,Advisor_Name_8,Advisor_ID_8,Advisor_Role_8,Category_ID,Source Notes,Edition_Details
COMB_000069,Brad Bolman,,CBA749136760,The Voyage of the Scientific Beagle: Dogs in the Physical and Biomedical Sciences,2021,Harvard University,CBA000114966,,,,,,"Galison, Peter Louis",CBA000035049,Advisor,"Jones, David S.",CBA000050985,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131260,,
COMB_000070,"Guzman, Luis",,CBA000041305,The fractured nature of thinking: Hegel's “Science of Logic”,2002,New School for Social Research,CBA000162359,,,,,,"Bernstein, Richard J.",CBA000008369,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131188,,"Advisor: Bernstein, Richard J."
COMB_000071,"Christmas, Sakura Marcelle",,CBA967034305,The Cartographic Steppe: Mapping Environment and Ethnicity in Japan's Imperial Borderlands,2016,Harvard University,CBA000114966,,,,,,"Miller, Ian J.",CBA000155137,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131315,,
COMB_000072,"Rogers, Thomas D.",,CBA000086463,The deepest wounds: The laboring landscapes of sugar in northeastern Brazil,2005,Duke University,CBA000120251,,,,,,"French, John D.",CBA000033953,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000073,Russell Jay Parkinson,,CBA973019768,"Politics, Patents and Planes: Military Aeronautics in the United States, 1863-1907.",1963,Duke University,CBA000120251,,,,History of Technology,,"Holley, I. B., Jr.",CBA000046676,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000074,Yukiko Kato,,CBA166403129,"Color, hygiene, and body politics: French Neo-Impressionist theories of vision and volition, 1870–1905",2010,Duke University,CBA000120251,,,,,,"Antliff, Mark",CBA476792121,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000075,Maddie Bender,,CBA712752230,Without a Trace: Is Technology the Next Stage in Contact Tracing’s Evolution?,2021,Yale University,CBA000115552,,,,,,"Keene, Danya",CBA964079076,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130334,,
COMB_000076,"Aronson, Jay David",,CBA000003297,"The Introduction, Contestation, and Regulation of Forensic DNA Analysis in the American Legal System (1984--1994)",2004,University of Minnesota,CBA000115146,,,,,,"Beatty, John H.",CBA000006597,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131354,,"Advisor: Beatty, John"
COMB_000077,"Cain, Joseph A.",,CBA000015375,Managing synthesis: Community infrastructure in the synthesis period of American evolutionary studies,1995,University of Minnesota,CBA000115146,,,,,,"Beatty, John H.",CBA000006597,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: John Beatty
COMB_000078,"Bhat, Amarnath",,CBA000008837,Measuring the Economic Impact of Diabetes Research,2003,George Washington University,CBA000162297,,,,,,"Cordes, Joseph",CBA000021102,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131393,,"Advisor: Cordes, Joseph"
COMB_000079,"Waymack, Mark H.",,CBA000107883,"Moral philosophy and Newtonianism in the Scottish Enlightenment: A study of the moral philosophies of Gershom Carmichael, Francis Hutcheson, David Hume, and Adam Smith",1986,Johns Hopkins University,CBA000135399,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000080,"Ross, Tricia M.",,CBA603993552,"Care of Bodies, Cure of Souls: Medicine and Religion in Early Modern Germany",2017,Duke University,CBA000120251,,,,,,"Robisheaux, Thomas Willard",CBA000086074,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000081,"Wille, Sheila T.",,CBA000161627,"Governing Insects in Britain and the Empire, 1691--1816",2014,University of Chicago,CBA000114764,,,,,,"Daston, Lorraine J.",CBA000023523,Committee Member,"Johns, Adrian",CBA000050668,Committee Member,"Jonsson, Fredrik Albritton",CBA000166707,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131203,,"Advisor: Jonsson, Fredrik A; Committee Members: Johns, Adrian, Daston, Lorraine."
COMB_000082,"Edington, Claire Ellen",,CBA000028423,"Beyond the Asylum: Colonial Psychiatry in French Indochina, 1880--1940",2013,Columbia University,CBA000119793,,,,,,"Bayer, Ronald",CBA000006448,Advisor,"Bayer, Ronald",CBA000145001,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131276,,"Advisor: Bayer, Ronald."
COMB_000083,"Grimsley-Smith, Melinda D.",,CBA000040199,"Politics, Professionalization, and Poverty: Lunatic Asylums for the Poor in Ireland, 1817--1920",2012,University of Notre Dame,CBA000139094,,,,,,"Hamlin, Christopher S.",CBA000042245,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131276,,"Advisor: Hamlin, Christopher"
COMB_000084,"Calvert, Scout Amanda Rainbow",,CBA000015591,"Technobibliocapital: Knowledge, Practice, and Play in Library Worlds",2008,"University of California, Santa Cruz",CBA000120395,,,,,,"Haraway, Donna Jeanne",CBA000042654,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131398,,"Advisor: Haraway, Donna J."
COMB_000085,"Abee, Michele D.",,CBA815479783,"The Mercator Projection: Its Uses, Misuses, and Its Association with Scientific Information and the Rise of Scientific Societies",2019,University of North Carolina at Greensboro,CBA000162513,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130313,,
COMB_000086,"Palmer, Eric J. E.",,CBA000076851,Philosophy of science and history of science: A productive engagement,1991,"University of California, San Diego",CBA000162469,,,,,,"Kitcher, Patricia W.",CBA000054172,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115610,,Chair: Philip S. Kitcher
COMB_000087,"Worthen, Shana Sandlin",,CBA000111480,"The Memory of Medieval Inventions, 1200--1600: Windmills, Spectacles, Mechanical Clocks, and Sandglasses",2006,University of Toronto,CBA000115427,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131043,,
COMB_000088,"Karaca, Koray",,CBA000052150,Historical and Conceptual Foundations of the Higher Dimensional Unification Program in Physics,2010,Indiana University,CBA000118764,,,,,,"Cat, Jordi",CBA000017084,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131311,,"Advisor: Cat, Jordi"
COMB_000089,Rachael Leigh Kirschenmann,,CBA026678791,Mosquito Beaters and Rockets: Cape Canaveral's People and Technology from Orange Groves to Apollo,2021,"University of Maryland, College Park",CBA000162496,,,,,,"Zeller, Thomas",CBA000112926,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131338,,
COMB_000090,Laura E. Winters,,CBA727440470,Schools of Greek Mathematical Practice,2020,Duke University,CBA000120251,,,,,,"Sosin, Joshua",CBA349237754,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000091,Sarah Grandin,,CBA524665161,To Scale: Manufacturing Grandeur in the Age of Louis XIV,2021,Harvard University,CBA000114966,,,,,,"Lajer-Burcharth, Ewa",CBA000057294,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131161,,
COMB_000092,"Fletcher, Joseph",,CBA639507910,Quid's Pantheism: William Blake as Natural Philosopher,2016,University of North Carolina at Chapel Hill,CBA000162511,,,,,,"Viscomi, Joseph",CBA000106054,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131237,,
COMB_000093,"Allen, Madeleine Marie Parra",,CBA109760786,"Confronting the Power of Psychiatry: The Psychiatric Survivors' Movement, 1972-1986",2018,"University of Maryland, College Park",CBA000162496,,,,,,"Muncy, Robyn",CBA000072376,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131336,,
COMB_000094,Gary M. Kroll,,CBA241416096,Exploration in the <em>Mare Incognita</em>: Natural History and Conservation in Early Twentieth Century America,2000,University of Oklahoma,CBA000119141,,,,,,"Mitman, Gregg A.",CBA000070133,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131316,,
COMB_000095,"Babbs, Sean",,CBA807894569,Instruction from the Book of Creation: Animals and Mendicant Preaching in the Thirteenth Century,2017,"University of Colorado, Boulder",CBA000162475,,,,,,"Bruce, Scott G",CBA000013616,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131004,,
COMB_000096,Meagan Selby Allen,,CBA743791503,Roger Bacon's Medical Alchemy: Medieval Pharmacology and the Prolongatio Vitae,2021,Indiana University,CBA000118764,,,,,,"Newman, William Royall",CBA000073882,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131042,,
COMB_000097,Matthew S. Kitchens,,CBA363090282,"The First Space Race, 1914-1933: How the Press Shaped Spaceflight",2021,San Diego State University,CBA950210755,,,,,,"Asselin, Pierre",CBA948931445,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131341,,
COMB_000098,"Gimse, Geoffrey",,CBA190537111,Culture and Code: The Evolution of Digital Architecture and the Formation of Networked Publics,2019,"University of Wisconsin, Milwaukee",CBA000162549,,,,,,"Keith, William M.",CBA000052810,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131398,,
COMB_000099,"Lovett, Jessica Manning",,CBA806872594,The Sound Culture of Space Science,2021,University of Toronto,CBA000115427,,,,,,"McLeod, Ken",CBA528988677,Advisor,"Johnston, Gregory",CBA062690018,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131368,,
COMB_000100,"Lindamood, Krystle D.",,CBA695387165,A Psychoanalysis of Galileo Galilei: Observed Personality Traits as Contributing Factors in His Condemnation by the Catholic Church in 1633,2018,Southern New Hampshire University,CBA924356145,,,,,,"Denning, Robert",CBA685555369,Advisor,"Chung, Susie",CBA740928880,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131107,,
COMB_000101,"Russell, Andrew Lawrence",,CBA000088361,“Industrial Legislatures”: Consensus Standardization in the Second and Third Industrial Revolutions,2008,Johns Hopkins University,CBA000135399,,,,,,"Leslie, Stuart W.",CBA000059887,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131279,,"Advisor: Leslie, Stuart W."
COMB_000102,"Bender, Robert Patrick",,CBA000007507,"Old Boss Devil:  Sectionalism, Charity, and the Rivalry between the Western Sanitary Commission and the United States Sanitary Commission during the Civil War",2001,University of Arkansas,CBA000162463,,,,,,"Sutherland, Daniel E.",CBA000099828,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131277,,"Advisor: Sutherland, Daniel E."
COMB_000103,Fredrik Meiton,,CBA503341352,"The Electrification of Palestine: Arab and Jewish Technopolitics, 1917-1948",2015,New York University,CBA000120730,,,,,,Ronald W. Zwieg,CBA537376992,Advisor,"Appuhn, Karl Richard",CBA000002831,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131338,,
COMB_000104,"Mann, Rachel",,CBA684629204,"Women’s Writing and The Poetics of Scientific Knowledge, 1620-1740",2019,University of South Carolina,CBA000115389,,,,,,"Gavin, Michael",CBA023995525,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131119,,
COMB_000105,"Cohen, Yoram",,CBA000019990,The Transmission and Reception of Mesopotamian Scholarly Texts at the City of Emar (Syria),2003,Harvard University,CBA000114966,,,,,,"Steinkeller, Piotr",CBA000098118,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130871,,"Advisor: Steinkeller, Piotr"
COMB_000106,"Willis, Rebecca Grenier",,CBA000110200,"Between Past and Present: Exploring Religion, Science and History in the Near East, c.1650--1790",2010,Indiana University,CBA000118764,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131138,,
COMB_000107,"Jovanovic, Ljubica",,CBA000051362,Through Hellenistic Eyes: Joseph as Scientist in Post-Biblical Literature,2007,Vanderbilt University,CBA000115501,,,,,,"Sasson, Jack M.",CBA000089908,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130635,,"Advisor: Sasson, Jack M."
COMB_000108,"Williams, Clemency J.",,CBA000109992,Eclipse Theory in the Ancient World,2005,Brown University,CBA000114166,,,,,,"Pingree, David Edwin",CBA000080114,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130896,,"Advisor: Pingree, David E."
COMB_000109,"Gardner, Sara Lee",,CBA000035566,"The Sun, Moon, and Stars of the Southern Levant at Gezer and Megiddo: Cultural Astronomy in Chalcolithic/Early and Middle Bronze Ages",2002,University of Arizona,CBA000114638,,,,,,"Dever, William G.",CBA000025334,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130896,,"Advisor: Dever, William G."
COMB_000110,"Melis, Gabriella",,CBA635302559,"Attitudes to Authority: Life-Course Stability, Intergenerational Transmission, and Socio-Psychological Mechanisms in the British Cohort Study 1970",2017,University of Manchester (UK),CBA000162674,,,,,,"Shryane, Nicholas",CBA181396833,Advisor,"Elliot, Mark",CBA219123370,Advisor,"Pampaka, Maria",CBA870806600,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131326,,
COMB_000111,"Maroney, Stephanie Ruth",,CBA791925964,"Eat for Your Microbes: Reimagining Diet, Health, and Subjectivity in the Probiotic Present",2018,"University of California, Davis",CBA000162466,,,,,,"Biltekoff, Charlotte",CBA000145361,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130322,,
COMB_000112,"Nowell, Tyler Meekins",,CBA059366969,British Eugenics and Birth Control before World War Two,2018,East Carolina University,CBA097775348,,,,,,"Hernandez, Richard L.",CBA342884051,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131322,,
COMB_000113,"Park, Dongoh",,CBA718278172,Digital National-Building: Sociotechnical Development of Public-Key Infrastructure in Korea,2016,Indiana University,CBA000118764,,,,,,"Medina, Eden",CBA000067862,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131398,,
COMB_000114,David L. Nance,,CBA633948717,"Structural Cross Sections and Subsurface Maps of the Atoka Formation in the Northern Arkoma Basin, Western and Northwestern Arkansas",2018,University of Arkansas,CBA000162463,,,,,,"Zachry, Doy L.",CBA337554359,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000115,"Owens, Marcus Alan",,CBA475560773,Geopolitical Ecologies: Tracing the Shift From Citizen to User at Tempelhof and the Presidio,2018,"University of California, Berkeley",CBA000118094,,,,,,"Wolch, Jennifer R.",CBA000110957,Advisor,"Mozingo, Louise",CBA488511012,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131315,,
COMB_000116,"Ash, Mitchell G.",,CBA000003447,"The emergence of Gestalt theory: Experimental psychology in Germany, 1890-1920",1982,Harvard University,CBA000114966,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000117,"Blumenthal, Erika A.",,CBA000010100,Science and the state in Frank Zwillinger's dramatic tetralogy <em>Geist und Macht</em>,1997,Rutgers University,CBA000115316,,,,,,"Ratych, Joanna",CBA000083496,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,Director: Joanna Ratych
COMB_000118,"Robinson, Aileen Kaye",,CBA333679758,"Technological Wonder: The Theatrical Fashioning of Scientific Practice, 1780-1905",2016,Northwestern University,CBA000162366,,,,,,"Davis, Tracy C.",CBA000023863,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131237,,
COMB_000119,"Shapy, Leslie M.",,CBA080528298,A Close Reading and Concept-Oriented Rhetorical and Literary Analysis of Margaret Sanger's Eugenics-Based Discourse,2016,Iowa State University,CBA000162315,,,,,,"LaWare, Margaret R.",CBA222646754,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131292,,
COMB_000120,"Shure, Caitlin",,CBA160178181,"Brain Waves, A Cultural History: Oscillations of Neuroscience, Technology, Telepathy, and Transcendence",2018,Columbia University,CBA000119793,,,,,,"Gitlin, Todd",CBA000149780,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131266,,
COMB_000121,"Tornquist, Leif Christian",,CBA917962950,Propagating the Divine: Protestant Modernism and the Rise of Anglo-American Eugenics,2016,University of North Carolina at Chapel Hill,CBA000162511,,,,,,"Ariel, Yaakov",CBA000003054,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131240,,
COMB_000122,"Taber, Peter",,CBA066179150,Rational Enchantment: Instituting Ecuadorian Biodiversity,2017,University of Arizona,CBA000114638,,,,,,"Silverstein, Brian",CBA929700737,Advisor,"Sheridan, Thomas E.",CBA000159046,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131319,,
COMB_000123,"Emerton, N.",,CBA000029294,The background of chemical theory to crystal studies in the 17th and 18th centuries,,University of Cambridge (UK),CBA000162619,,,,,,"Brooke, J.H.",TEMP_E6404FDC80FA,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115827,,
COMB_000124,"Colon, Matthew",,CBA927007852,Psychological Work at Midlife: A Biographical Study of C. G. Jung,2016,Wright Institute,CBA000162556,,,,,,"Newton, Peter M.",CBA000073912,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131284,,
COMB_000125,"Beatty, Joel Scott",,CBA647180884,"On the Logic, Method and Scientific Diversity of Technical Systems: An Inquiry into the Diagnostic Measurement of Human Skin",2017,Michigan Technological University,CBA000162352,,,,,,"Hristova, Stefka",CBA474551028,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130322,,
COMB_000126,"Meyer, Alan D.",,CBA769716012,Why fly? A social and cultural history of private aviation in post-World War II America: 1945–1985,2009,University of Delaware,CBA000162478,,,,,,"Mohun, Arwen P.",CBA000070369,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_000127,"Ziadeh, Susan Laila",,CBA000113173,A radical in his time: The thought of Shibli Shumayyil and Arab intellectural discourse (1882-1917),1991,University of Michigan,CBA000115143,,,,,,"Suny, Ronald",CBA000099734,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Chair: Ronald Suny
COMB_000128,"Driggers, Edward Allen, Jr.",,CBA542453329,Boundary Stones: Morbid Concretions and the Chemistry of Early Nineteenth Century Medicine,2015,University of South Carolina,CBA000115389,,,,,,"Johnson, Ann",CBA000152008,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131275,,
COMB_000129,Xuan Geng,,CBA667385057,"Serving China through Agricultural Science: American-Trained Chinese Scholars and ""Scientific Nationalism"" in Decentralized China (1911-1945)",2015,University of Minnesota,CBA000115146,,,,,,"Jones, Susan D.",CBA000051134,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131317,,
COMB_000130,Claudia Jeanne Ford,,CBA405235356,"Weed Women, All Night Vigils, and the Secret Life of Plants: Negotiated Epistemologies of Ethnogynecological Plant Knowledge in American History",2015,Antioch University,CBA156015733,,,,,,"Maltz, Alesia",CBA000064231,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130332,,
COMB_000131,Gregory N. Stern,,CBA581374982,"Designing victory on the Civil War's sea: The Development and Use of Ironclad Warships in the American Civil War, 1830-1865",2015,Florida State University,CBA000134143,,,,,,Michael H. Creswell,CBA824303955,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131241,,
COMB_000132,William Evan Young,,CBA201787922,"Family Matters: Managing Illness in Late Tokugawa Japan, 1750-1868",2015,Princeton University,CBA000115251,,,,,,"Howell, David L",CBA000047554,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130567,,
COMB_000133,"Achbari, Azadeh",,CBA000165800,"Rulers of the Winds: How Academics Came to Dominate the Science of the Weather, 1830-1870",2017,Vrije Universiteit te Amsterdam (Netherlands),CBA000118089,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131258,,
COMB_000134,"Schotte, Margaret E.",,CBA000158673,"A Calculated Course: Creating Transoceanic Navigators, 1580--1800",2014,Princeton University,CBA000115251,,,,,,"Gordin, Michael D.",CBA000038666,Committee Member,"Grafton, Anthony T.",CBA000039200,Advisor,"Reeves, Eileen A.",CBA000083980,Committee Member,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130313,,"Advisor: Grafton, Anthony T.; Committee Members: Gordin, Michael, Reeves, Eileen A., Portuondo, Maria."
COMB_000135,Angela Megan Sells,,CBA703978849,Sabina Spielrein: Echoes and Reflections on Female Expression,2015,Pacifica Graduate Institute,CBA000162373,,,,,,Dennis P. Slattery,CBA397507140,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131326,,
COMB_000136,Tyler James Griffith,,CBA166019657,Seeing Race: Techniques of Vision and Human Difference in the Eighteenth Century,2015,Yale University,CBA000115552,,,,,,"Bertucci, Paola",CBA000008583,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131179,,
COMB_000137,"Hooks, Tisha Y.",,CBA062360053,Duct Tape and the U.S. Social Imagination,2015,Yale University,CBA000115552,,,,,,"Agnew, Jean-Christophe",CBA000000683,Advisor,"Dudley, Kathryn M.",CBA597973625,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000131338,,
